,reported_on,sighted_on,description,duration,municipality,state,country,latitude,longitude,shape,url,caption,object
72112,2015-11-03 10:51:00,2015-11-02 00:00:00,Viewing Distance 21-100 Feet,, Saint-Lin - Laurentides,, Canada, 45.84438, -73.79932,,,,
72113,2015-11-03 11:00:00,2015-11-02 21:00:00,Viewing Distance Over One Mile,, Michigan,, 44.31850, -85.60136,,,"['http://www.mufoncms.com/files_jeud8334j/72113_submitter_file1__image.jpg', 'http://www.mufoncms.com/files_jeud8334j/72113_submitter_file2__image.jpg']","['a black and white photo of a street light', 'a man in a wet suit is holding an umbrella .']","['a black and white photo of a street light', 'a man in a wet suit is holding an umbrella .']"
72114,2015-11-03 12:05:00,2015-11-02 22:10:00,Viewing Distance Unknown,, Cinnaminson,, United States, 39.99845, -74.98935,,,,
72115,2015-11-03 13:42:00,2015-11-02 00:00:00,Viewing Distance Over One Mile,, Loomis,, United States, 38.81122, -121.15106,,,,
72116,2015-11-03 13:48:00,2008-11-24 00:00:00,Viewing Distance N/A,, West Palm Beach,, United States, 26.72136, -80.09210,,,,
72117,2015-11-03 13:53:00,2013-11-03 21:15:00,Viewing Distance 21-100 Feet,0 days 00:07:30.000000000, Indianapolis,, United States, 39.77335, -86.15149, Circle,,,
72119,2015-11-03 14:43:00,2015-11-02 23:30:00,Viewing Distance Unknown,, Mississauga,, Canada, 43.59498, -79.63815,,,,
72120,2015-11-03 15:08:00,1977-09-29 20:07:00,Viewing Distance 21-100 Feet,, Wills Point,, United States, 32.71520, -96.00446,,,,
72121,2015-11-03 15:48:00,2014-06-09 00:00:00,Viewing Distance Unknown,, Port Elizabeth,, South Africa, -34.01249, 25.51481,,,,
72123,2015-11-03 16:58:00,1986-10-31 00:00:00,Viewing Distance 101-500 Feet,, Wasilla,, United States, 61.64620, -149.32089,,,,
72124,2015-11-03 17:04:00,2015-10-24 19:45:00,Viewing Distance N/A,, Stanton,, United States, 33.79928, -118.00840,,"['http://www.mufoncms.com/files_jeud8334j/72124_submitter_file1__20151026183.jpg', 'http://www.mufoncms.com/files_jeud8334j/72124_submitter_file2__2015102618389.jpg', 'http://www.mufoncms.com/files_jeud8334j/72124_submitter_file3__20151026183817.jpg', 'http://www.mufoncms.com/files_jeud8334j/72124_submitter_file4__20151026183822.jpg', 'http://www.mufoncms.com/files_jeud8334j/72124_submitter_file5__20151026183824.jpg', 'http://www.mufoncms.com/files_jeud8334j/72124_submitter_file6__20151026183826.jpg', 'http://www.mufoncms.com/files_jeud8334j/72124_submitter_file7__20151026183827.jpg']","['a group of people flying kites in the sky .', 'a black and white photo of a street light .', 'a red truck parked in front of a building .', 'a red and white bus driving down a street .', 'a city street filled with lots of traffic .', 'a train traveling down tracks next to a tall building .', 'a close up of a person holding a tooth brush']","['a group of people flying kites in the sky .', 'a black and white photo of a street light .', 'a red truck parked in front of a building .', 'a red and white bus driving down a street .', 'a city street filled with lots of traffic .', 'a train traveling down tracks next to a tall building .', 'a close up of a person holding a tooth brush']"
72125,2015-11-03 17:40:00,1940-01-01 12:00:00,Viewing Distance N/A,, IbaguÃ©,, Colombia, 4.44468, -75.24244,,['http://www.mufoncms.com/files_jeud8334j/72125_submitter_file1__2015102714.35.57.jpg'],['a black and white photo of a train station .'],['a black and white photo of a train station .']
72126,2015-11-03 17:43:00,2015-09-10 20:38:00,Viewing Distance Over One Mile,, West Bloomfield Township,, United States, 42.61553, -83.41341,,,,
72127,2015-11-03 17:46:00,2015-10-29 03:00:00,Viewing Distance 20 Feet or Less,, Whiteville,, United States, 34.33179, -78.62931,,,,
72128,2015-11-03 18:18:00,1991-06-02 17:10:00,Viewing Distance 20 Feet or Less,, Pensacola,, United States, 30.43570, -87.15339,,,,
72129,2015-11-03 18:34:00,2015-11-02 22:00:00,Viewing Distance Over One Mile,0 days 00:05:02.000000000, Corvallis,, United States, 44.53911, -123.23141, Star-like,,,
72130,2015-11-03 18:53:00,2015-11-01 16:45:00,Viewing Distance Unknown,0 days 00:00:09.000000000, Afton,, United States, 42.22814, -75.52657, Sphere,,,
72131,2015-11-03 19:03:00,2013-10-15 16:30:00,Viewing Distance 101-500 Feet,, Edinburgh,, 55.92921, -3.11183,,,,,
72132,2015-11-03 20:31:00,2015-05-31 02:30:00,Viewing Distance Unknown,, San Dimas,, United States, 34.11111, -117.80250,,,,
72133,2015-11-03 21:02:00,2015-05-31 02:30:00,Viewing Distance 21-100 Feet,, San Dimas,, United States, 34.11411, -117.80483,,,,
72134,2015-11-03 21:08:00,2015-11-03 20:15:00,Viewing Distance 101-500 Feet,0 days 00:00:45.000000000, Montville,, United States, 41.46399, -72.15562, Cigar,,,
72135,2015-11-03 21:12:00,2015-11-02 20:00:00,Viewing Distance Over One Mile,, Kitchener,, Canada, 43.44041, -80.45552,,,,
72136,2015-11-03 21:50:00,2015-11-03 20:08:00,"Viewing Distance Over 1 Mile, N/A",0 days 00:00:10.000000000, Addison,, United States, 41.93690, -87.97996, Sphere,,,
72137,2015-11-03 22:12:00,2015-11-03 21:00:00,Viewing Distance Over One Mile,0 days 02:00:00.000000000, Glenshaw,, United States, 40.53251, -79.96804, Disc,,,
72138,2015-11-03 22:23:00,2015-11-03 00:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:04.000000000, Unknown,, United States, 36.77979, -119.41343, Circle,,,
72139,2015-11-03 22:26:00,2015-11-03 15:33:00,Viewing Distance Over One Mile,, Kentucky,, 37.84844, -84.26462,,,,,
72140,2015-11-03 23:52:00,2015-11-03 22:30:00,Viewing Distance Unknown,, West Virginia,, 38.59965, -80.45145,,,,,
72141,2015-11-04 00:12:00,2015-11-03 00:00:00,Viewing Distance 501 Feet - 1 Mile,, Lumberport,, United States, 39.43697, -80.44170,,,,
72142,2015-11-04 00:47:00,2015-05-30 21:30:00,Viewing Distance Unknown,, Myrtle Beach,, United States, 33.69274, -78.88059,,,,
72143,2015-11-04 01:16:00,2015-11-02 20:15:00,Viewing Distance Over One Mile,0 days 00:10:00.000000000, Gainesville,, United States, 36.62194, -92.40650, Triangle,"['http://www.mufoncms.com/files_jeud8334j/72143_submitter_file1__IMGP45962.jpg', 'http://www.mufoncms.com/files_jeud8334j/72143_submitter_file2__IMGP45972.jpg']","['a person holding a kite in the air', 'a black and white photo of a clock tower']","['a person holding a kite in the air', 'a black and white photo of a clock tower']"
72144,2015-11-04 02:39:00,2015-11-03 19:00:00,Viewing Distance 101-500 Feet,, Cha-am,, Thailand, 12.79949, 99.96692,,,,
72145,2015-11-04 04:12:00,2015-11-03 20:01:00,Viewing Distance 501 Feet - 1 Mile,, Chilliwack,, Canada, 49.13865, -121.95232,,,,
72146,2015-11-04 04:18:00,2013-06-01 00:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:10.000000000, Edmond,, United States, 35.65280, -97.46046, Triangle,,,
72147,2015-11-04 04:53:00,2015-07-26 02:58:00,Viewing Distance Over One Mile,, Ashland,, United States, 46.66100, -68.38953,,"['http://www.mufoncms.com/files_jeud8334j/72147_submitter_file1__IMG2183.PNG', 'http://www.mufoncms.com/files_jeud8334j/72147_submitter_file2__IMG2192.PNG', 'http://www.mufoncms.com/files_jeud8334j/72147_submitter_file3__IMG2199.PNG', 'http://www.mufoncms.com/files_jeud8334j/72147_submitter_file4__IMG2205.PNG']","['a close up of a person holding a pair of scissors', 'a close up of a person holding a wii remote', 'a black and white photo of a man flying a kite .', 'a close up of a tv on a pole']","['a close up of a person holding a pair of scissors', 'a close up of a person holding a wii remote', 'a black and white photo of a man flying a kite .', 'a close up of a tv on a pole']"
72148,2015-11-04 05:09:00,2014-09-14 22:30:00,Viewing Distance 501 Feet - 1 Mile,, Rancho Cordova,, United States, 38.59960, -121.31790,,,,
72149,2015-11-04 05:56:00,2015-11-04 15:00:00,Viewing Distance Unknown,0 days 03:00:00.000000000, Melbourne,, United States, 28.08363, -80.60811, Disc,"['http://www.mufoncms.com/files_jeud8334j/72149_submitter_file1__pic1.jpg', 'http://www.mufoncms.com/files_jeud8334j/72149_submitter_file2__pic2.jpg', 'http://www.mufoncms.com/files_jeud8334j/72149_submitter_file3__pic3.jpg', 'http://www.mufoncms.com/files_jeud8334j/72149_submitter_file4__pic4.jpg', 'http://www.mufoncms.com/files_jeud8334j/72149_submitter_file5__pic5.jpg']","['a train station with a train passing by', 'an airplane flying over a city street with cars .', 'a street sign on a pole on a city street', 'a car driving down a street with a traffic light .', 'a view of a city street from the airport .']","['a train station with a train passing by', 'an airplane flying over a city street with cars .', 'a street sign on a pole on a city street', 'a car driving down a street with a traffic light .', 'a view of a city street from the airport .']"
72150,2015-11-04 07:34:00,2015-10-30 00:00:00,Viewing Distance Over One Mile,, Pennsylvania,, 41.20648, -77.18800,,,['http://www.mufoncms.com/files_jeud8334j/72150_submitter_file1__IMG20150806185929.jpg'],['a woman sitting on a bench in a park .'],['a woman sitting on a bench in a park .']
72151,2015-11-04 08:42:00,2009-09-26 07:30:00,Viewing Distance Unknown,, Beesands,, 50.23319, -3.63651,,,['http://www.mufoncms.com/files_jeud8334j/72151_submitter_file1__P1040210.JPG'],['an airplane flying over a body of water .'],['an airplane flying over a body of water .']
72152,2015-11-04 11:45:00,2015-11-03 19:01:00,Viewing Distance Unknown,, Papillion,, United States, 41.16315, -96.04230,,,,
72153,2015-11-04 12:10:00,2015-11-03 17:25:00,Viewing Distance Over One Mile,, Tatamy,, United States, 40.74093, -75.25712,,,,
72154,2015-11-04 12:13:00,2015-11-03 19:50:00,Viewing Distance Over One Mile,, Campbell,, United States, 41.07839, -80.59924,,['http://www.mufoncms.com/files_jeud8334j/72154_submitter_file1__BroadatSnyder.jpg'],['a street sign on the side of a road .'],['a street sign on the side of a road .']
72155,2015-11-04 12:32:00,2015-11-04 02:20:00,Viewing Distance 21-100 Feet,, Cherry Hill,, United States, 39.93664, -75.04392,,,,
72156,2015-11-04 12:50:00,2015-03-02 00:00:00,Viewing Distance 20 Feet or Less,, Fayetteville,, United States, 33.48024, -84.52742,,,,
72157,2015-11-04 13:06:00,2015-11-03 22:30:00,Viewing Distance 501 Feet - 1 Mile,, Imperial,, United States, 40.43308, -80.24728,,,,
72158,2015-11-04 13:38:00,2015-08-07 21:40:00,Viewing Distance 21-100 Feet,, Stutensee,, Germany, 49.11815, 8.45597,,,,
72159,2015-11-04 15:14:00,2015-10-03 00:00:00,Viewing Distance 101-500 Feet,, Wilmington,, United States, 39.74573, -75.60528,,,,
72160,2015-11-04 17:54:00,2015-11-02 00:00:00,Viewing Distance Unknown,, Orlando,, United States, 28.54388, -81.37035,,"['http://www.mufoncms.com/files_jeud8334j/72160_submitter_file1__11061327102077033104033623954185395500812113n.jpg', 'http://www.mufoncms.com/files_jeud8334j/72160_submitter_file2__1219588810207703309403337729681958532165698n.jpg']","['a person is riding a motorcycle down a street .', 'a rear view mirror of a car driving down a street .']","['a person is riding a motorcycle down a street .', 'a rear view mirror of a car driving down a street .']"
72161,2015-11-04 18:02:00,2015-11-02 18:20:00,Viewing Distance 501 Feet - 1 Mile,, Exeter,, United States, 41.57507, -71.53515,,,,
72162,2015-11-04 19:12:00,2015-11-04 00:00:00,Viewing Distance Unknown,0 days 01:00:00.000000000, Quakertown,, United States, 40.41522, -75.36996, Sphere,,,
72163,2015-11-04 19:30:00,1983-02-04 00:00:00,Viewing Distance 21-100 Feet,, CAPETOWN,, United States, 27.66638, -81.51191,,,,
72164,2015-11-04 21:38:00,2015-10-21 16:00:00,Viewing Distance 501 Feet - 1 Mile,, Huntsville,, United States, 34.71207, -86.65549,,['http://www.mufoncms.com/files_jeud8334j/72164_submitter_file1__032.JPG'],['a man standing next to a woman on a skateboard .'],['a man standing next to a woman on a skateboard .']
72165,2015-11-04 21:40:00,2015-11-04 17:50:00,Viewing Distance Unknown,, Albuquerque,, United States, 35.10247, -106.59342,,,,
72166,2015-11-04 22:13:00,2015-11-03 08:08:00,Viewing Distance 20 Feet or Less,0 days 09:11:00.000000000, Ballabama,, United States, 32.32457, -86.89430, Cigar,,,
72167,2015-11-04 22:14:00,2009-01-13 07:00:00,Viewing Distance Over One Mile,, Hazelton,, United States, 39.65369, -79.53060,,"['http://www.mufoncms.com/files_jeud8334j/72167_submitter_file1__0113090711.jpg', 'http://www.mufoncms.com/files_jeud8334j/72167_submitter_file2__0113090715.jpg']","['a person holding a kite in the air .', 'a plane flying in the sky over a mountain .']","['a person holding a kite in the air .', 'a plane flying in the sky over a mountain .']"
72168,2015-11-04 23:34:00,2015-10-13 00:00:00,Viewing Distance Over One Mile,, Murfreesboro,, United States, 35.86051, -86.32070,,['http://www.mufoncms.com/files_jeud8334j/72168_submitter_file1__IMG20151027161751.jpg'],['a traffic light suspended over a street next to a forest .'],['a traffic light suspended over a street next to a forest .']
72169,2015-11-05 00:08:00,2015-11-03 22:10:00,Viewing Distance Unknown,0 days 00:00:30.000000000, New Middletown,, United States, 40.96117, -80.55757, Other,,,
72170,2015-11-05 00:15:00,2006-07-26 02:01:00,Viewing Distance 101-500 Feet,, Darby,, United States, 46.02969, -114.17266,,,,
72171,2015-11-05 00:15:00,2015-11-04 19:25:00,Viewing Distance Over One Mile,0 days 00:15:00.000000000, Ferndale,, United States, 48.88672, -122.68622, N,,,
72172,2015-11-05 00:16:00,2015-11-04 00:00:00,Viewing Distance 20 Feet or Less,, Siloam Springs,, United States, 36.18814, -94.54050,,,,
72173,2015-11-05 00:17:00,2015-11-04 22:30:00,Viewing Distance Unknown,, Lubbock,, United States, 33.58518, -101.95977,,,,
72174,2015-11-05 00:43:00,2015-09-28 21:30:00,Viewing Distance Unknown,, Bakersfield,, United States, 35.36358, -119.11229,,"['http://www.mufoncms.com/files_jeud8334j/72174_submitter_file2__20151001044024.png', 'http://www.mufoncms.com/files_jeud8334j/72174_submitter_file3__20150928153050.png', 'http://www.mufoncms.com/files_jeud8334j/72174_submitter_file4__201509271937022.jpg']","['a black and white photo of a man holding a kite .', 'a large jetliner flying through a cloudy sky .', 'a black and white photo of a street light .']","['a black and white photo of a man holding a kite .', 'a large jetliner flying through a cloudy sky .', 'a black and white photo of a street light .']"
72175,2015-11-05 03:06:00,2015-10-30 20:00:00,Viewing Distance Unknown,0 days 00:00:15.000000000, Farmington,, United States, 36.73034, -108.21440, Sphere,,,
72176,2015-11-05 04:15:00,2015-11-05 04:00:00,Viewing Distance Unknown,, Newton Falls,, United States, 41.18839, -80.97815,,,,
72177,2015-11-05 04:16:00,2015-11-05 21:00:00,Viewing Distance Over One Mile,0 days 00:01:00.000000000, Wellington,, New Zealand, -41.19668, 174.80278, Star-like,,,
72178,2015-11-05 05:12:00,2015-11-03 18:40:00,Viewing Distance 101-500 Feet,, Las Vegas,, United States, 36.16082, -115.36177,,,,
72179,2015-11-05 09:28:00,2015-11-04 08:30:00,Viewing Distance Over One Mile,, North Canton,, United States, 40.90664, -81.39561,,"['http://www.mufoncms.com/files_jeud8334j/72179_submitter_file1__001.JPG', 'http://www.mufoncms.com/files_jeud8334j/72179_submitter_file2__002.JPG', 'http://www.mufoncms.com/files_jeud8334j/72179_submitter_file3__003.JPG']","['a kite flying in the sky with a sky background', 'a group of kites flying in the sky .', 'a kite flying in the sky with a sky background']","['a kite flying in the sky with a sky background', 'a group of kites flying in the sky .', 'a kite flying in the sky with a sky background']"
72180,2015-11-05 12:10:00,2015-11-04 07:30:00,Viewing Distance Unknown,, Oviedo,, United States, 28.67000, -81.20812,,,,
72183,2015-11-05 13:18:00,2015-10-22 20:15:00,Viewing Distance Unknown,0 days 00:10:00.000000000, Paramus,, United States, 40.95853, -74.06191, Unknown,,,
72184,2015-11-05 13:40:00,1985-08-13 00:00:00,Viewing Distance 101-500 Feet,, Eau Claire,, United States, 44.81364, -91.52399,,,,
72185,2015-11-05 14:43:00,2015-11-04 00:00:00,Viewing Distance 501 Feet - 1 Mile,, Bridgeport,, United States, 39.29203, -80.23879,,,,
72186,2015-11-05 19:07:00,2015-10-21 01:00:00,Viewing Distance 501 Feet - 1 Mile,, Ontario,, United States, 34.06455, -117.64344,,,,
72188,2015-11-05 19:56:00,2015-11-05 18:50:00,Viewing Distance Over One Mile,, Erie,, United States, 42.11401, -80.06895,,,,
72189,2015-11-05 20:44:00,2015-03-30 21:25:00,Viewing Distance 101-500 Feet,, Santovenia de Pisuerga,, Spain, 41.69378, -4.69026,,,,
72190,2015-11-05 21:46:00,2015-11-04 22:15:00,Viewing Distance 501 Feet - 1 Mile,, Lincoln,, United States, 35.95255, -94.42000,,,,
72192,2015-11-05 22:01:00,2015-11-05 18:20:00,Viewing Distance 501 Feet - 1 Mile,, McIntosh,, United States, 31.25034, -88.07964,,,,
72193,2015-11-05 22:12:00,2015-11-05 21:02:00,Viewing Distance 101-500 Feet,0 days 00:01:00.000000000, Concord,, United States, 37.25044, -78.89664, Sphere,,,
72194,2015-11-05 23:10:00,2015-11-05 22:30:00,Viewing Distance Over One Mile,0 days 00:30:30.000000000, DeLand,, United States, 29.06890, -81.27508, Sphere,,,
72195,2015-11-05 23:18:00,2015-11-05 22:25:00,Viewing Distance Over One Mile,, Grand Gorge,, United States, 42.37376, -74.47788,,,,
72196,2015-11-05 23:23:00,2015-10-21 19:10:00,Viewing Distance 501 Feet - 1 Mile,, Martinsburg,, United States, 39.46188, -77.95621,,,,
72197,2015-11-05 23:43:00,2015-11-03 07:20:00,Viewing Distance Over One Mile,, Comayaguela,, Honduras, 14.09495, -87.22210,,,,
72198,2015-11-06 01:06:00,2015-11-05 22:00:00,Viewing Distance 501 Feet - 1 Mile,0 days 00:00:50.000000000, Oklahoma City,, United States, 35.47236, -97.50710, Boomerang,,,
72199,2015-11-06 01:48:00,2015-11-05 19:00:00,Viewing Distance 101-500 Feet,, California,, 36.78226, -119.41382,,,,,
72200,2015-11-06 05:30:00,2015-11-05 20:25:00,Viewing Distance 501 Feet - 1 Mile,, Memphis,, United States, 35.06839, -89.84222,,,,
72201,2015-11-06 06:50:00,2015-11-05 20:36:00,Viewing Distance Unknown,0 days 00:09:13.000000000, Caracas,, Venezuela, 10.49667, -66.93625, Disc,,,
72202,2015-11-06 07:51:00,2015-10-13 22:00:00,Viewing Distance Unknown,, Manyana,, Australia, -35.25911, 150.51779,,,,
72203,2015-11-06 08:13:00,2015-10-13 22:00:00,Viewing Distance Unknown,, Manyana,, Australia, -35.25441, 150.52581,,,,
72204,2015-11-06 08:44:00,2015-10-13 15:56:00,Viewing Distance 20 Feet or Less,, Bay Minette,, United States, 30.86716, -87.86440,,,,
72205,2015-11-06 08:55:00,2009-05-01 18:00:00,Viewing Distance Over One Mile,, New Holland,, United States, 39.54219, -83.27776,,,,
72206,2015-11-06 08:59:00,2015-11-06 05:25:00,Viewing Distance Unknown,, Miami,, United States, 25.75197, -80.24209,,,,
72207,2015-11-06 10:00:00,2015-08-02 04:52:00,Viewing Distance 501 Feet - 1 Mile,, Lafayette,, United States, 30.20325, -92.07256,,,,
72208,2015-11-06 11:38:00,2015-11-05 19:50:00,Viewing Distance 101-500 Feet,0 days 00:00:10.000000000, Painesville,, United States, 41.72449, -81.24566, Triangle,,,
72209,2015-11-06 13:45:00,2015-11-06 04:55:00,Viewing Distance 101-500 Feet,, Bozeman,, United States, 45.66941, -111.10598,,,,
72210,2015-11-06 14:20:00,2005-10-20 13:03:00,Viewing Distance 501 Feet - 1 Mile,0 days 01:02:10.000000000, Black Earth,, United States, 43.08724, -89.73853, Oval,,,
72211,2015-11-06 14:22:00,2015-11-05 00:00:00,Viewing Distance 101-500 Feet,, Oklahoma City,, United States, 35.36419, -97.22601,,,,
72212,2015-11-06 16:08:00,2015-11-06 19:18:00,Viewing Distance Unknown,, Funchal,, Portugal, 32.65030, -16.90858,,,,
72213,2015-11-06 18:00:00,2015-11-06 22:00:00,Viewing Distance Over One Mile,0 days 00:04:00.000000000, LeÃ³n,, Mexico, 21.07171, -101.63762, Circle,,,
72214,2015-11-06 18:02:00,1979-05-31 00:00:00,Viewing Distance Unknown,, New York,, United States, 40.71998, -74.00434,,,,
72215,2015-11-06 19:06:00,2015-08-09 01:00:00,Viewing Distance N/A,0 days 00:13:00.000000000, Penfield,, United States, 43.13755, -77.45198, Star-like,,,
